"仓库(填写编号，例如001,002)",物流方式（填写名称，比如Fedex Ground）,国家简码,邮编起,邮编止,属性(填写数字：0普通 1偏远 2超级偏远),备注
004,MBB DEUPS,ES,17210,17214,3,
004,MBB DEUPS,ES,17241,17241,3,
004,MBB DEUPS,ES,17243,17243,3,
004,MBB DEUPS,ES,17247,17248,3,
004,MBB DEUPS,ES,17252,17256,3,
004,MBB DEUPS,ES,17258,17258,3,
004,MBB DEUPS,ES,17321,17401,3,
004,MBB DEUPS,ES,17403,17429,3,
004,MBB DEUPS,ES,17431,17441,3,
004,MBB DEUPS,ES,17446,17456,3,
004,MBB DEUPS,ES,17459,17459,3,
004,MBB DEUPS,ES,17461,17476,3,
004,MBB DEUPS,ES,17482,17486,3,
004,MBB DEUPS,ES,17488,17489,3,
004,MBB DEUPS,ES,17491,17497,3,
004,MBB DEUPS,ES,17512,17512,3,
004,MBB DEUPS,ES,17515,17519,3,
004,MBB DEUPS,ES,17521,17531,3,
004,MBB DEUPS,ES,17533,17583,3,
004,MBB DEUPS,ES,17700,17709,3,
004,MBB DEUPS,ES,17711,17720,3,
004,MBB DEUPS,ES,17722,17733,3,
004,MBB DEUPS,ES,17735,17754,3,
004,MBB DEUPS,ES,17756,17770,3,
004,MBB DEUPS,ES,17772,17781,3,
004,MBB DEUPS,ES,17810,17814,3,
004,MBB DEUPS,ES,17830,17833,3,
004,MBB DEUPS,ES,17835,17839,3,
004,MBB DEUPS,ES,17841,17842,3,
004,MBB DEUPS,ES,17845,17854,3,
004,MBB DEUPS,ES,17856,17865,3,
004,MBB DEUPS,ES,17867,17999,3,
004,MBB DEUPS,ES,18111,18132,3,
004,MBB DEUPS,ES,18152,18189,3,
004,MBB DEUPS,ES,18191,18193,3,
004,MBB DEUPS,ES,18195,18197,3,
004,MBB DEUPS,ES,18247,18250,3,
004,MBB DEUPS,ES,18270,18295,3,
004,MBB DEUPS,ES,18310,18314,3,
004,MBB DEUPS,ES,18327,18339,3,
004,MBB DEUPS,ES,18341,18495,3,
004,MBB DEUPS,ES,18510,18570,3,
004,MBB DEUPS,ES,18610,18619,3,
004,MBB DEUPS,ES,18621,18629,3,
004,MBB DEUPS,ES,18631,18670,3,
004,MBB DEUPS,ES,18697,18770,3,
004,MBB DEUPS,ES,18810,18999,3,
004,MBB DEUPS,ES,19100,19169,3,
004,MBB DEUPS,ES,19171,19179,3,
004,MBB DEUPS,ES,19181,19190,3,
004,MBB DEUPS,ES,19192,19193,3,
004,MBB DEUPS,ES,19196,19198,3,
004,MBB DEUPS,ES,19209,19281,3,
004,MBB DEUPS,ES,19283,19290,3,
004,MBB DEUPS,ES,19292,19292,3,
004,MBB DEUPS,ES,19294,19315,3,
004,MBB DEUPS,ES,19317,19321,3,
004,MBB DEUPS,ES,19323,19329,3,
004,MBB DEUPS,ES,19331,19334,3,
004,MBB DEUPS,ES,19336,19409,3,
004,MBB DEUPS,ES,19411,19427,3,
004,MBB DEUPS,ES,19429,19429,3,
004,MBB DEUPS,ES,19431,19432,3,
004,MBB DEUPS,ES,19434,19439,3,
004,MBB DEUPS,ES,19441,19493,3,
004,MBB DEUPS,ES,19495,19999,3,
004,MBB DEUPS,ES,20128,20129,3,
004,MBB DEUPS,ES,20151,20158,3,
004,MBB DEUPS,ES,20171,20179,3,
004,MBB DEUPS,ES,20211,20211,3,
004,MBB DEUPS,ES,20214,20229,3,
004,MBB DEUPS,ES,20231,20239,3,
004,MBB DEUPS,ES,20241,20249,3,
004,MBB DEUPS,ES,20251,20267,3,
004,MBB DEUPS,ES,20269,20269,3,
004,MBB DEUPS,ES,20490,20496,3,
004,MBB DEUPS,ES,20509,20539,3,
004,MBB DEUPS,ES,20541,20549,3,
004,MBB DEUPS,ES,20568,20568,3,
004,MBB DEUPS,ES,20578,20578,3,
004,MBB DEUPS,ES,20580,20589,3,
004,MBB DEUPS,ES,20690,20690,3,
004,MBB DEUPS,ES,20737,20748,3,
004,MBB DEUPS,ES,20751,20759,3,
004,MBB DEUPS,ES,20809,20809,3,
004,MBB DEUPS,ES,20811,20819,3,
004,MBB DEUPS,ES,20821,20828,3,
004,MBB DEUPS,ES,20830,20849,3,
004,MBB DEUPS,ES,20851,20869,3,
004,MBB DEUPS,ES,20871,20898,3,
004,MBB DEUPS,ES,21120,21190,3,
004,MBB DEUPS,ES,21192,21199,3,
004,MBB DEUPS,ES,21201,21293,3,
004,MBB DEUPS,ES,21295,21340,3,
004,MBB DEUPS,ES,21342,21368,3,
004,MBB DEUPS,ES,21371,21390,3,
004,MBB DEUPS,ES,21409,21409,3,
004,MBB DEUPS,ES,21420,21430,3,
004,MBB DEUPS,ES,21449,21449,3,
004,MBB DEUPS,ES,21459,21459,3,
004,MBB DEUPS,ES,21510,21595,3,
004,MBB DEUPS,ES,21609,21700,3,
004,MBB DEUPS,ES,21720,21720,3,
004,MBB DEUPS,ES,21740,21760,3,
004,MBB DEUPS,ES,21811,21999,3,
004,MBB DEUPS,ES,22100,22109,3,
004,MBB DEUPS,ES,22111,22111,3,
004,MBB DEUPS,ES,22114,22129,3,
004,MBB DEUPS,ES,22131,22133,3,
004,MBB DEUPS,ES,22135,22139,3,
004,MBB DEUPS,ES,22141,22160,3,
004,MBB DEUPS,ES,22163,22210,3,
004,MBB DEUPS,ES,22212,22253,3,
004,MBB DEUPS,ES,22255,22281,3,
004,MBB DEUPS,ES,22283,22283,3,
004,MBB DEUPS,ES,22310,22395,3,
004,MBB DEUPS,ES,22410,22424,3,
004,MBB DEUPS,ES,22426,22499,3,
004,MBB DEUPS,ES,22501,22514,3,
004,MBB DEUPS,ES,22528,22530,3,
004,MBB DEUPS,ES,22532,22599,3,
004,MBB DEUPS,ES,22609,22666,3,
004,MBB DEUPS,ES,22709,22999,3,
004,MBB DEUPS,ES,23100,23196,3,
004,MBB DEUPS,ES,23211,23298,3,
004,MBB DEUPS,ES,23310,23393,3,
004,MBB DEUPS,ES,23410,23430,3,
004,MBB DEUPS,ES,23450,23489,3,
004,MBB DEUPS,ES,23499,23499,3,
004,MBB DEUPS,ES,23509,23592,3,
004,MBB DEUPS,ES,23610,23619,3,
004,MBB DEUPS,ES,23621,23639,3,
004,MBB DEUPS,ES,23649,23649,3,
004,MBB DEUPS,ES,23657,23659,3,
004,MBB DEUPS,ES,23669,23670,3,
004,MBB DEUPS,ES,23684,23693,3,
004,MBB DEUPS,ES,23711,23730,3,
004,MBB DEUPS,ES,23746,23999,3,
004,MBB DEUPS,ES,24100,24146,3,
004,MBB DEUPS,ES,24149,24149,3,
004,MBB DEUPS,ES,24152,24197,3,
004,MBB DEUPS,ES,24199,24230,3,
004,MBB DEUPS,ES,24232,24254,3,
004,MBB DEUPS,ES,24256,24294,3,
004,MBB DEUPS,ES,24310,24364,3,
004,MBB DEUPS,ES,24366,24398,3,
004,MBB DEUPS,ES,24411,24457,3,
004,MBB DEUPS,ES,24459,24699,3,
004,MBB DEUPS,ES,24710,24746,3,
004,MBB DEUPS,ES,24760,24894,3,
004,MBB DEUPS,ES,24896,24909,3,
004,MBB DEUPS,ES,24911,24999,3,
004,MBB DEUPS,ES,25101,25108,3,
004,MBB DEUPS,ES,25111,25115,3,
004,MBB DEUPS,ES,25117,25122,3,
004,MBB DEUPS,ES,25126,25151,3,
004,MBB DEUPS,ES,25153,25159,3,
004,MBB DEUPS,ES,25161,25167,3,
004,MBB DEUPS,ES,25169,25179,3,
004,MBB DEUPS,ES,25181,25187,3,
004,MBB DEUPS,ES,25201,25203,3,
004,MBB DEUPS,ES,25205,25209,3,
004,MBB DEUPS,ES,25211,25219,3,
004,MBB DEUPS,ES,25221,25221,3,
004,MBB DEUPS,ES,25240,25240,3,
004,MBB DEUPS,ES,25242,25249,3,
004,MBB DEUPS,ES,25251,25275,3,
004,MBB DEUPS,ES,25277,25290,3,
004,MBB DEUPS,ES,25311,25319,3,
004,MBB DEUPS,ES,25321,25323,3,
004,MBB DEUPS,ES,25325,25335,3,
004,MBB DEUPS,ES,25337,25342,3,
004,MBB DEUPS,ES,25344,25347,3,
004,MBB DEUPS,ES,25349,25351,3,
004,MBB DEUPS,ES,25354,25354,3,
004,MBB DEUPS,ES,25357,25363,3,
004,MBB DEUPS,ES,25365,25367,3,
004,MBB DEUPS,ES,25369,25369,3,
004,MBB DEUPS,ES,25371,25371,3,
004,MBB DEUPS,ES,25373,25379,3,
004,MBB DEUPS,ES,25381,25391,3,
004,MBB DEUPS,ES,25393,25395,3,
004,MBB DEUPS,ES,25397,25399,3,
004,MBB DEUPS,ES,25401,25403,3,
004,MBB DEUPS,ES,25405,25407,3,
004,MBB DEUPS,ES,25409,25410,3,
004,MBB DEUPS,ES,25412,25415,3,
004,MBB DEUPS,ES,25417,25429,3,
004,MBB DEUPS,ES,25431,25435,3,
004,MBB DEUPS,ES,25437,25447,3,
004,MBB DEUPS,ES,25449,25463,3,
004,MBB DEUPS,ES,25465,25467,3,
004,MBB DEUPS,ES,25469,25471,3,
004,MBB DEUPS,ES,25473,25475,3,
004,MBB DEUPS,ES,25477,25479,3,
004,MBB DEUPS,ES,25481,25495,3,
004,MBB DEUPS,ES,25497,25523,3,
004,MBB DEUPS,ES,25525,25529,3,
004,MBB DEUPS,ES,25531,25563,3,
004,MBB DEUPS,ES,25565,25583,3,
004,MBB DEUPS,ES,25585,25599,3,
004,MBB DEUPS,ES,25610,25617,3,
004,MBB DEUPS,ES,25619,25619,3,
004,MBB DEUPS,ES,25621,25623,3,
004,MBB DEUPS,ES,25625,25627,3,
004,MBB DEUPS,ES,25629,25647,3,
004,MBB DEUPS,ES,25649,25659,3,
004,MBB DEUPS,ES,25661,25663,3,
004,MBB DEUPS,ES,25665,25667,3,
004,MBB DEUPS,ES,25669,25683,3,
004,MBB DEUPS,ES,25685,25687,3,
004,MBB DEUPS,ES,25690,25693,3,
004,MBB DEUPS,ES,25710,25731,3,
004,MBB DEUPS,ES,25733,25745,3,
004,MBB DEUPS,ES,25747,25759,3,
004,MBB DEUPS,ES,25761,25779,3,
004,MBB DEUPS,ES,25781,25807,3,
004,MBB DEUPS,ES,25809,25811,3,
004,MBB DEUPS,ES,25813,25819,3,
004,MBB DEUPS,ES,25821,25827,3,
004,MBB DEUPS,ES,25829,25835,3,
004,MBB DEUPS,ES,25837,25847,3,
004,MBB DEUPS,ES,25849,25851,3,
004,MBB DEUPS,ES,25853,25859,3,
004,MBB DEUPS,ES,25861,25863,3,
004,MBB DEUPS,ES,25865,25871,3,
004,MBB DEUPS,ES,25873,25875,3,
004,MBB DEUPS,ES,25877,25891,3,
004,MBB DEUPS,ES,25893,25895,3,
004,MBB DEUPS,ES,25897,25903,3,
004,MBB DEUPS,ES,25905,25907,3,
004,MBB DEUPS,ES,25909,25911,3,
004,MBB DEUPS,ES,25913,25999,3,
004,MBB DEUPS,ES,26100,26139,3,
004,MBB DEUPS,ES,26141,26199,3,
004,MBB DEUPS,ES,26201,26222,3,
004,MBB DEUPS,ES,26224,26224,3,
004,MBB DEUPS,ES,26226,26226,3,
004,MBB DEUPS,ES,26229,26299,3,
004,MBB DEUPS,ES,26301,26339,3,
004,MBB DEUPS,ES,26341,26349,3,
004,MBB DEUPS,ES,26351,26358,3,
004,MBB DEUPS,ES,26361,26369,3,
004,MBB DEUPS,ES,26371,26371,3,
004,MBB DEUPS,ES,26373,26376,3,
004,MBB DEUPS,ES,26512,26539,3,
004,MBB DEUPS,ES,26541,26549,3,
004,MBB DEUPS,ES,26551,26570,3,
004,MBB DEUPS,ES,26584,26999,3,
004,MBB DEUPS,ES,27100,27118,3,
004,MBB DEUPS,ES,27120,27159,3,
004,MBB DEUPS,ES,27161,27166,3,
004,MBB DEUPS,ES,27168,27283,3,
004,MBB DEUPS,ES,27285,27289,3,
004,MBB DEUPS,ES,27293,27318,3,
004,MBB DEUPS,ES,27320,27336,3,
004,MBB DEUPS,ES,27338,27392,3,
004,MBB DEUPS,ES,27410,27466,3,
004,MBB DEUPS,ES,27468,27596,3,
004,MBB DEUPS,ES,27610,27659,3,
004,MBB DEUPS,ES,27664,27664,3,
004,MBB DEUPS,ES,27669,27673,3,
004,MBB DEUPS,ES,27675,27699,3,
004,MBB DEUPS,ES,27701,27768,3,
004,MBB DEUPS,ES,27770,27779,3,
004,MBB DEUPS,ES,27781,27798,3,
004,MBB DEUPS,ES,27810,27830,3,
004,MBB DEUPS,ES,27832,27849,3,
004,MBB DEUPS,ES,27860,27879,3,
004,MBB DEUPS,ES,27881,27911,3,
004,MBB DEUPS,ES,27913,27999,3,
004,MBB DEUPS,ES,28130,28196,3,
004,MBB DEUPS,ES,28209,28209,3,
004,MBB DEUPS,ES,28211,28219,3,
004,MBB DEUPS,ES,28241,28248,3,
004,MBB DEUPS,ES,28271,28279,3,
004,MBB DEUPS,ES,28292,28297,3,
004,MBB DEUPS,ES,28310,28312,3,
004,MBB DEUPS,ES,28339,28339,3,
004,MBB DEUPS,ES,28359,28391,3,
004,MBB DEUPS,ES,28409,28409,3,
004,MBB DEUPS,ES,28411,28413,3,
004,MBB DEUPS,ES,28431,28439,3,
004,MBB DEUPS,ES,28450,28499,3,
004,MBB DEUPS,ES,28510,28513,3,
004,MBB DEUPS,ES,28515,28515,3,
004,MBB DEUPS,ES,28531,28599,3,
004,MBB DEUPS,ES,28607,28608,3,
004,MBB DEUPS,ES,28610,28629,3,
004,MBB DEUPS,ES,28631,28650,3,
004,MBB DEUPS,ES,28693,28696,3,
004,MBB DEUPS,ES,28707,28707,3,
004,MBB DEUPS,ES,28710,28749,3,
004,MBB DEUPS,ES,28751,28756,3,
004,MBB DEUPS,ES,28792,28794,3,
004,MBB DEUPS,ES,28810,28812,3,
004,MBB DEUPS,ES,28815,28815,3,
004,MBB DEUPS,ES,28817,28818,3,
004,MBB DEUPS,ES,28861,28862,3,
004,MBB DEUPS,ES,28865,28879,3,
004,MBB DEUPS,ES,28881,28889,3,
004,MBB DEUPS,ES,28939,28939,3,
004,MBB DEUPS,ES,28972,28979,3,
004,MBB DEUPS,ES,28990,28990,3,
004,MBB DEUPS,ES,28992,28999,3,
004,MBB DEUPS,ES,29109,29110,3,
004,MBB DEUPS,ES,29139,29139,3,
004,MBB DEUPS,ES,29141,29189,3,
004,MBB DEUPS,ES,29191,29195,3,
004,MBB DEUPS,ES,29197,29197,3,
004,MBB DEUPS,ES,29210,29395,3,
004,MBB DEUPS,ES,29410,29494,3,
004,MBB DEUPS,ES,29520,29567,3,
004,MBB DEUPS,ES,29569,29569,3,
004,MBB DEUPS,ES,29591,29591,3,
004,MBB DEUPS,ES,29593,29593,3,
004,MBB DEUPS,ES,29610,29611,3,
004,MBB DEUPS,ES,29678,29679,3,
004,MBB DEUPS,ES,29689,29691,3,
004,MBB DEUPS,ES,29693,29693,3,
004,MBB DEUPS,ES,29710,29716,3,
004,MBB DEUPS,ES,29718,29720,3,
004,MBB DEUPS,ES,29739,29739,3,
004,MBB DEUPS,ES,29741,29760,3,
004,MBB DEUPS,ES,29788,29788,3,
004,MBB DEUPS,ES,29790,29999,3,
004,MBB DEUPS,ES,30176,30179,3,
004,MBB DEUPS,ES,30189,30196,3,
004,MBB DEUPS,ES,30319,30319,3,
004,MBB DEUPS,ES,30329,30351,3,
004,MBB DEUPS,ES,30364,30365,3,
004,MBB DEUPS,ES,30367,30369,3,
004,MBB DEUPS,ES,30371,30386,3,
004,MBB DEUPS,ES,30388,30393,3,
004,MBB DEUPS,ES,30395,30398,3,
004,MBB DEUPS,ES,30410,30420,3,
004,MBB DEUPS,ES,30438,30438,3,
004,MBB DEUPS,ES,30528,30529,3,
004,MBB DEUPS,ES,30535,30540,3,
004,MBB DEUPS,ES,30566,30566,3,
004,MBB DEUPS,ES,30579,30587,3,
004,MBB DEUPS,ES,30589,30594,3,
004,MBB DEUPS,ES,30609,30648,3,
004,MBB DEUPS,ES,30708,30720,3,
004,MBB DEUPS,ES,30739,30739,3,
004,MBB DEUPS,ES,30810,30812,3,
004,MBB DEUPS,ES,30814,30814,3,
004,MBB DEUPS,ES,30816,30817,3,
004,MBB DEUPS,ES,30830,30837,3,
004,MBB DEUPS,ES,30858,30859,3,
004,MBB DEUPS,ES,30868,30869,3,
004,MBB DEUPS,ES,30876,30879,3,
004,MBB DEUPS,ES,30889,30889,3,
004,MBB DEUPS,ES,30891,30999,3,
004,MBB DEUPS,ES,31101,31109,3,
004,MBB DEUPS,ES,31120,31131,3,
004,MBB DEUPS,ES,31133,31154,3,
004,MBB DEUPS,ES,31170,31170,3,
004,MBB DEUPS,ES,31172,31179,3,
004,MBB DEUPS,ES,31193,31193,3,
004,MBB DEUPS,ES,31208,31293,3,
004,MBB DEUPS,ES,31310,31339,3,
004,MBB DEUPS,ES,31341,31349,3,
004,MBB DEUPS,ES,31351,31389,3,
004,MBB DEUPS,ES,31391,31485,3,
004,MBB DEUPS,ES,31487,31496,3,
004,MBB DEUPS,ES,31510,31519,3,
004,MBB DEUPS,ES,31521,31569,3,
004,MBB DEUPS,ES,31571,31589,3,
004,MBB DEUPS,ES,31593,31594,3,
004,MBB DEUPS,ES,31611,31619,3,
004,MBB DEUPS,ES,31621,31799,3,
004,MBB DEUPS,ES,31809,31999,3,
004,MBB DEUPS,ES,32100,32170,3,
004,MBB DEUPS,ES,32172,32221,3,
004,MBB DEUPS,ES,32225,32229,3,
004,MBB DEUPS,ES,32231,32233,3,
004,MBB DEUPS,ES,32235,32243,3,
004,MBB DEUPS,ES,32310,32312,3,
004,MBB DEUPS,ES,32320,32334,3,
004,MBB DEUPS,ES,32336,32413,3,
004,MBB DEUPS,ES,32415,32436,3,
004,MBB DEUPS,ES,32438,32459,3,
004,MBB DEUPS,ES,32510,32510,3,
004,MBB DEUPS,ES,32512,32514,3,
004,MBB DEUPS,ES,32519,32575,3,
004,MBB DEUPS,ES,32577,32593,3,
004,MBB DEUPS,ES,32610,32616,3,
004,MBB DEUPS,ES,32618,32618,3,
004,MBB DEUPS,ES,32621,32621,3,
004,MBB DEUPS,ES,32624,32625,3,
004,MBB DEUPS,ES,32630,32634,3,
004,MBB DEUPS,ES,32636,32708,3,
004,MBB DEUPS,ES,32711,32900,3,
004,MBB DEUPS,ES,32907,32910,3,
004,MBB DEUPS,ES,32912,32924,3,
004,MBB DEUPS,ES,32926,32960,3,
004,MBB DEUPS,ES,32971,32981,3,
004,MBB DEUPS,ES,32983,32999,3,
004,MBB DEUPS,ES,33100,33114,3,
004,MBB DEUPS,ES,33116,33191,3,
004,MBB DEUPS,ES,33193,33196,3,
004,MBB DEUPS,ES,33299,33350,3,
004,MBB DEUPS,ES,33394,33394,3,
004,MBB DEUPS,ES,33410,33416,3,
004,MBB DEUPS,ES,33418,33418,3,
004,MBB DEUPS,ES,33425,33427,3,
004,MBB DEUPS,ES,33430,33509,3,
004,MBB DEUPS,ES,33518,33524,3,
004,MBB DEUPS,ES,33526,33599,3,
004,MBB DEUPS,ES,33610,33681,3,
004,MBB DEUPS,ES,33683,33708,3,
004,MBB DEUPS,ES,33716,33798,3,
004,MBB DEUPS,ES,33800,33846,3,
004,MBB DEUPS,ES,33848,33899,3,
004,MBB DEUPS,ES,33901,33925,3,
004,MBB DEUPS,ES,33927,33928,3,
004,MBB DEUPS,ES,33934,33937,3,
004,MBB DEUPS,ES,33939,33944,3,
004,MBB DEUPS,ES,33946,33948,3,
004,MBB DEUPS,ES,33950,33979,3,
004,MBB DEUPS,ES,33981,33999,3,
004,MBB DEUPS,ES,34100,34133,3,
004,MBB DEUPS,ES,34135,34147,3,
004,MBB DEUPS,ES,34150,34244,3,
004,MBB DEUPS,ES,34246,34307,3,
004,MBB DEUPS,ES,34309,34338,3,
004,MBB DEUPS,ES,34340,34347,3,
004,MBB DEUPS,ES,34349,34408,3,
004,MBB DEUPS,ES,34410,34447,3,
004,MBB DEUPS,ES,34449,34451,3,
004,MBB DEUPS,ES,34453,34458,3,
004,MBB DEUPS,ES,34460,34470,3,
004,MBB DEUPS,ES,34473,34475,3,
004,MBB DEUPS,ES,34477,34799,3,
004,MBB DEUPS,ES,34801,34879,3,
004,MBB DEUPS,ES,34881,34884,3,
004,MBB DEUPS,ES,34886,34999,3,
004,MBB DEUPS,ES,36110,36139,3,
004,MBB DEUPS,ES,36141,36161,3,
004,MBB DEUPS,ES,36163,36199,3,
004,MBB DEUPS,ES,36307,36309,3,
004,MBB DEUPS,ES,36360,36360,3,
004,MBB DEUPS,ES,36410,36414,3,
004,MBB DEUPS,ES,36420,36438,3,
004,MBB DEUPS,ES,36440,36494,3,
004,MBB DEUPS,ES,36510,36516,3,
004,MBB DEUPS,ES,36518,36539,3,
004,MBB DEUPS,ES,36542,36599,3,
004,MBB DEUPS,ES,36611,36614,3,
004,MBB DEUPS,ES,36617,36619,3,
004,MBB DEUPS,ES,36626,36629,3,
004,MBB DEUPS,ES,36638,36649,3,
004,MBB DEUPS,ES,36651,36679,3,
004,MBB DEUPS,ES,36681,36693,3,
004,MBB DEUPS,ES,36712,36715,3,
004,MBB DEUPS,ES,36729,36739,3,
004,MBB DEUPS,ES,36746,36765,3,
004,MBB DEUPS,ES,36767,36779,3,
004,MBB DEUPS,ES,36788,36794,3,
004,MBB DEUPS,ES,36810,36851,3,
004,MBB DEUPS,ES,36853,36856,3,
004,MBB DEUPS,ES,36858,36859,3,
004,MBB DEUPS,ES,36861,36879,3,
004,MBB DEUPS,ES,36883,36893,3,
004,MBB DEUPS,ES,36895,36895,3,
004,MBB DEUPS,ES,36910,36914,3,
004,MBB DEUPS,ES,36937,36939,3,
004,MBB DEUPS,ES,36945,36949,3,
004,MBB DEUPS,ES,36955,36959,3,
004,MBB DEUPS,ES,36966,36979,3,
004,MBB DEUPS,ES,36992,36999,3,
